title,sent_id,sentence
Fawkner railway station,1,"It serves the northern Melbourne suburb of Hadfield, as well as neighbouring suburb Fawkner."
Fawkner railway station,2,The station opened on 8 October 1889 as Fawkner.
Fawkner railway station,3,"It closed on 13 July 1903, reopening on 12 December 1906 as Fawkner Cemetery, and resumed the Fawkner name in 1914."
Fawkner railway station,4,"It is located adjacent to the Fawkner Crematorium and Memorial Park, which opened in 1906, and from then until 1939, special mortuary trains ran."
Fawkner railway station,5,"From October 1914, only seven trains daily ran to Fawkner, as well as the daily mortuary train to the cemetery."
Fawkner railway station,6,A former mortuary van is located near the entrance to Platform 2.
Fawkner railway station,7,"Until 1959, Fawkner was the extent of suburban electrified services, with an AEC railmotor used from 1928 until 1959, to provide a connecting service north to Somerton."
Fawkner railway station,8,"Until 1998, the station had one platform (present day Platform 2)."
Fawkner railway station,9,The second track and Platform 1 were added as part of the duplication of the line between Fawkner and Gowrie.
Have You Ever Been in Love (song),0,""" Have You Ever Been in Love "" is a song recorded by Canadian recording artist Celine Dion, included first on her seventh English studio album A New Day Has Come (2002) and later, on her eight English studio album One Heart (2003)."
Have You Ever Been in Love (song),1,"The song is a power ballad, written by Anders Bagge, Peer Åström, Tom Nichols, Daryl Hall and Laila Bagge, while production was handled by Bagge & Peer."
Have You Ever Been in Love (song),2,""" Have You Ever Been in Love "" builds from a gentle, piano - laced opening into a theatrical, string - framed climax."
Have You Ever Been in Love (song),3,"The song received acclaim from music critics, while being reviewed in both albums."
Have You Ever Been in Love (song),4,Many critics called it a classic - sounding ballad and one of the strongest cuts from the album.
Have You Ever Been in Love (song),5,Critics also noted similarities between Dion and Barbra Streisand.
Have You Ever Been in Love (song),6,""" Have You Ever Been in Love "" was released on 14 April 2003, as One Heart's second (promotional only) single in the United States and Canada, while on 3 November 2003, it was released as the third commercial single in selected European countries."
Have You Ever Been in Love (song),7,"The song spent fourteen weeks at number 2 on the US Hot Adult Contemporary Tracks, setting a record for most weeks at the second position."
Have You Ever Been in Love (song),8,The music video was shot between 29–30 April 2003 in Los Angeles and released on 2 June 2003.
Pilot (Suits),0,""" Pilot "" is the pilot episode of the American legal comedy - drama Suits, which premiered on USA Network in the United States on June 23, 2011."
Pilot (Suits),1,The episode was written by series creator Aaron Korsh and was directed by Kevin Bray.
Pilot (Suits),2,"The series revolves around two lawyers who, between the two of them, have only one law degree."
Pilot (Suits),3,Harvey Specter (Gabriel Macht) is promoted to senior partner of the Pearson Hardman law firm.
Pilot (Suits),4,"To his annoyance, company policy requires he hire a Harvard Law School graduate as his associate attorney."
Pilot (Suits),5,"Meanwhile, college dropout Mike Ross (Patrick J. Adams) delivers a suitcase of marijuana for a friend, only to find that the drop is a sting operation."
Pilot (Suits),6,"While escaping the police, he mistakenly sits for an interview with Harvey and impresses the attorney with his eidetic memory, encyclopedic knowledge of law, and drive to become a good lawyer."
Pilot (Suits),7,"Despite Mike's lack of a law degree, Harvey hires him."
Pilot (Suits),8,"On Mike's first day, Harvey must personally handle a pro bono case to keep his promotion."
Pilot (Suits),9,"Instead, he has Mike take care of the suit, in which a woman claims her boss sexually harassed her."
Pilot (Suits),10,The series was originally written as a spec script for a half - hour drama set on Wall Street.
Pilot (Suits),11,"Korsh later decided to change the premise because, unlike working on Wall Street, working as a lawyer requires several qualifications."
Pilot (Suits),12,The episode was watched by an estimated 4.64 million viewers and saw a double - digit growth over the January premiere of the network's other legal drama Fairly Legal.
Pilot (Suits),13,"However, critical reception was mixed."
Pilot (Suits),14,"Some reviewers described the premise as absurd and preposterous and criticized the characters, most notably Harvey."
Pilot (Suits),15,"Conversely, others lauded the characters'interactions and the snappy dialogue and praised the series'attempt to make the typical USA formula more grounded and edgy."
Thomas Acda,0,"Thomas Acda (born Amsterdam, 6 March 1967) is a Dutch singer, actor and comedian, known as former member of the duo Acda en De Munnik."
Thomas Acda,1,"Acda grew up in De Rijp and after graduating high school at havo level, Acda started the theater school, but soon switched to the Kleinkunstacademie in Amsterdam."
Thomas Acda,2,There he met Paul de Munnik.
Thomas Acda,3,They finished school in 1993 with a joint project for which they were awarded the Pisuisse - prize.
Thomas Acda,4,After that they split up and went their own way.
Thomas Acda,5,"In 1995, Acda en De Munnik came together to make a theater show with the name Zwerf'On."
Thomas Acda,6,"The show was a success, and they were asked to put the songs from the show on CD."
Thomas Acda,7,"From that moment on, Acda en the Munnik were involved in both music and theater."
Thomas Acda,8,Acda was active on several projects.
Thomas Acda,9,He was in the band Herman en Ik.
Thomas Acda,10,He played in the television show In voor en tegenspoed.
Thomas Acda,11,He was in the comedy redaction of the show Spijkers (later: Kopspijkers).
Thomas Acda,12,Together with comedians Raoul Heertje and Harm Edens he was member of the panel in Dit was het nieuws (the Dutch version of Have I Got News for You) for several seasons.
Thomas Acda,13,"From 1997 on he played in several films, All stars, The missing link and Lek."
Thomas Acda,14,"For the soundtrack of the movie All Stars, the song Als Het Vuur Gedoofd Is from Acda en de Munnik was used."
Thomas Acda,15,"The film was a success in the Netherlands, so the VARA decided to turn it into a series, in which Acda starred as goalkeeper Willem."
Thomas Acda,16,"Every episode started with the song "" Groen als gras "" from Acda en De Munnik."
Classics Selected by Brian Wilson,0,Classics selected by Brian Wilson is a compilation of songs by The Beach Boys and released through Capitol Records in mid-2002.
Classics Selected by Brian Wilson,1,It was compiled by Brian Wilson himself that February.
Classics Selected by Brian Wilson,2,"It includes a new recording of an unreleased 1970s track, "" California Feelin'"" not by The Beach Boys but Wilson and his live band."
Classics Selected by Brian Wilson,3,Brian wrote in the liner notes:
Classics Selected by Brian Wilson,4,"Wilson's choices tend to favor his ballads, from "" Surfer Girl "" and "" The Warmth of the Sun "" to his Pet Sounds and Smile material."
Classics Selected by Brian Wilson,5,"Later song selections include ""'Til I Die "" and "" Sail On, Sailor ""."
Classics Selected by Brian Wilson,6,"Classics selected by Brian Wilson briefly made the US charts, reaching number 159 during a chart stay of 1 week."
Trees Lounge,0,Trees Lounge is a 1996 comedy - drama film and the debut of Steve Buscemi as writer and director.
Trees Lounge,1,"It was produced by Brad Wyman and Chris Hanley and features a large ensemble cast of actors, including Buscemi, Anthony LaPaglia, Chloë Sevigny, and Samuel L. Jackson."
Trees Lounge,2,"The film's black humor, based on examination of characters'self - destructive behavior, has been cited as an influence by The Sopranos creator David Chase, who later hired Buscemi to direct "" Pine Barrens "" and three other episodes of the show, and to star as Tony Soprano's cousin Tony Blundetto during the show's fifth season."
Trees Lounge,3,"It was filmed in Glendale, Queens; Brooklyn; and Valley Stream, New York."
Antennaria media,0,Antennaria media is a North American species of flowering plants in the daisy family known by the common name Rocky Mountain pussytoes.
Antennaria media,1,It is native to western Canada and the Western United States from Alaska and Yukon Territory to California to New Mexico.
Antennaria media,2,"It grows in cold Arctic and alpine regions, either at high latitudes in the Arctic or at high elevations in the mountains (Rocky Mountains, Cascades, Sierra Nevada)."
Antennaria media,3,Antennaria media is a perennial herb forming a matted patch of stolons and woolly basal leaves with inflorescences no more than about 13 centimeters tall.
